book_title,author,reader_review,rating
The Master's Game,Léa Nemiza,"Chaque année, au lycée de Mansfield Town, un master dont l'identité est inconnue, lance des gages à 5 élèves en dernière année. Ils se doivent de les faire sous peine d'être derniers au classement. Ces gages sont suivis par tout le lycée grâce à un site internet mis en place.",3.0
Opération boss infiltré... et crush interdit !,Nathalie Charlier,"Joan est responsable au pôle romance de la maison d'édition Belgravia. Bientôt elle va avoir pour stagiaire le beau Daniel, qui n'a de cesse de la faire sortir de ses gonds, surtout depuis qu'elle l'a entendu l'insulter de ""lutin maigrichon"".",2.5
La cité de larmes,Kate Mosse,C'est le tome 2 de la Cité de feu.,3.5
Just a dream,Delinda Dane,"Emily a 23 ans et elle est journaliste. Elle vient de perdre sa grand-mère Francesca, et c'est tout son monde qui s'écroule car elle est la seule famille qu'il lui restait. Elle aurait bien sa mère à qui se raccrocher si celle-ci n'était pas partie alors qu'Emily avait 10 ans.",4.0
"Damné, tome 1 : L'héritage des Cathares",Hervé Gagnon,Quel dommage que les personnages ne soient pas un tout petit plus fouillés !,3.0
Les liens,Domenico Starnone,"On est plongés dans le quotidien de Vanda et Aldo, ensemble depuis des dizaines d'années. On suit leurs épreuves présentes et passées en tant que couple, les non-dits qui les ont détruits et les impacts sur leurs enfants. Pourtant, en apparence, c'est un couple qui va bien.",3.0
Chevaleresses. Une chevalerie au féminin,Sophie Cassagnes-Brouquet,"J'ai trouvé le contenu un peu maigre par rappot aux interviews que j'avais déjà pu découvrir au sujet du livre,et il ne m'a pas apporté de révélations fracassantes.",3.0
Oui ou non,Vi Keeland,J'ai beaucoup aimé cette romance avec toutes ces notes d'humour. J'ai adoré la plume de l'autrice et je recommande vivement ce roman si on veut passer un bon moment.,5.0
"Dad, tome 7 : La force tranquille", Nob,Une BD bien sympathique qui se lit vite.,3.0
Au bout de nos rêves,Théo Lemattre,Léonie état une patineuse artistique a l'avenir brillant jusqu'à la chute... Celle qui lui a brisé la colonne vertébrale et l'a clouée dans un fauteuil roulant...,2.5
The Love Hypothesis,Ali Hazelwood,"C'était incroyable. Je ne sais même pas par où commencer pour vous dire à quel point ce livre est génial. Tout d'abord, le cadre de l'histoire est différent de d'habitude et c'était vraiment bien : Olive, le personnage principal, étudie pour son doctorat, et elle est adorable :) J'ai beaucoup aimé Adam aussi et le développement de leur histoire... juste parfait !",5.0
The Midnight Library,Matt Haig,"Nora Seed is a failure, at least that is what she thinks of herself. She could have been an Olympian swimmer but stopped swimming. She wanted to be a singer but only works in a music shop from where she has just been sacked. Furthermore, she has no one in her life, except her cat that has just died. Her parents are dead and she doesn’t see her brother anymore. Confronted with this, she decides to end her life. Between life and death, she discovers this library, a library with the book of regrets, every single one of her life, but also with books of other parallel lives she has lived, like a tree, where every decision you take in life makes you follow a different branch. The life where she became this Olympian swimmer, the life where she was this internationally renown singer, the one where she was a glaciologist, the one where she has a perfect life with a husband a child, a nice house and a job as a philosophy teacher. She likes some of these lives, others she doesn’t, but gradually she can see that something is always missing… her true life… to which she finally returns. Slowly through the book, the conclusion of the story is easy to guess, but the narration is well constructed and raises loads of questions… Could I have had a better life, made better choices, or just understand that where I am is my path and make the best of it ? A very touching story.",4.0
I want more,Charlotte Rodrigues,Rachel vient d'arriver en Australie où elle vient d'être embauchée comme jeune fille au pair pour s'occuper de la petite Evie.,4.5
It's time for love,Solenne Morgan,"Enora élève seule son beau-fils Léo et sa fille Luna, depuis que son conjoint, Ludociv, médecin, est parti apporter ses compétences en Afrique. Seulement il ne s'attendait pas à ce que la mère de Léo refasse surface, engage un avocat et les fasse mettre à la porte...",4.0
Remember the Cheerleaders,Kara Thomas,Encore une fois Kara Thomas nous entraîne dans un roman addictif aux personnages complexes leurs émotions auxquelles il est facile de s’identifier. Comme d’habitude la fin et le rebondissement du roman est alléchant et nous laisse sans voix. Le personnage principal m’a donné force et courage tout au long de ma lecture et nous pousse à changer nos visions des choses sur les aprioris et les premières impressions. La sœur de cette dernière donne une première impression de fille à papa parfaite qui se conclu juste par une énorme compassion. Une famille un peu tangente et qui a du mal à se reconstruire ou chacun cherche sa place suite à un drame qui n’est au final que pleine d’amour maladroit. Un roman qui émeu aux larmes et déchire les tripes. Je ne peux que le recommander,5.0
Come & get me,Emma Berthet,Annabelle travaille dans le restaurant depuis 2 ans et ils sont meilleurs-amis depuis tout ce temps.,3.5
Mon crush de Noël,Stéphanie Pradier,"A 3 semaines de Noël, Mark, le patron de Ashley, lui annonce que sa chronique n'est plus rentable, qu'elle n'a pass su se renouveler et qu'elle doit donc se trouver un autre travail... Coup dur pour la jeune femme...",3.0
My secret lover,Iris Hellen,"Magda est une jeune trentenaire qui ne croit plus en l'amour depuis que son ex l'a largué par un simple texto. Depuis elle ne vit plus que pour sa perruche et sa tant Graziella, qui l'a élevée.",2.5
Just for Christmas,Izia Soley,Je ne lis jamais de romances de Noël mais j'ai voulu m'y essayer et je suis contente de l'avoir fait 😀,3.0
Le roman de l'âme slave,Vladimir Fédorovski,"Un peu déçue de ce livre qui devait me dévoiler l'âme slave. Je l'ai peut être un peu mis comprise. De belles histoires de rencontres entre des personnages qui ont vécu avant la révolution Russe . On suit Diaghilev et Lénine dans leurs voyages, leurs parcours de l'enfance à leur apogée, dans la maladie comme dans le doute, dans leurs amours, leurs engagements , leurs mariages heureux ou malheureux. Mais j'avoue avoir survolé certains passages ennuyeux. Je n'ai pas appris grand chose par rapport à la Russie et au début de cet URSS qui me fascine tant. On voyage, on se balade de Moscou à Saint Pétersbourg, de Paris à Berlin. Des histoires sont dévoilées. On suit les artistes, les révolutionnaires de la première heure. A lire pour le style de Vladimir Fédorovski qui écrit et décrit superbement bien. Sans plus. A emprunter à la médiathèque de Pernes .",3.0
"Julian, love and Rock'n'roll",Emilia Adams,"Julian a perdu la femme de sa vie lors d'un attentat 2 ans auparavant. De cet amour, il ne lui reste que leur petit garçon de 2 ans. Depuis, il essaye de se reconstruire mais c'est difficile, il ne cesse de penser à Maria, sa défunte compagne.",3.0
"Secret d'état, tome 3 : Le prisonnier masqué ",Juliette Benzoni,"....The end!... Troisième et dernier tome de ""Secret d'état"". Début de ce troisième livre, je l'avoue, j'ai ralenti, j'ai baillé, je me suis endormie: le rythme effréné instigué par l'auteur depuis le début n'est plus! Sentiment bien vite balayé au tiers du livre! Les intrigues de la cour laissent place à l'histoire de Sylvie et François! La fin est magistrale! ... Une belle saga, épique, riche d'Histoire, prenante, passionnante et romantique! Les trois tomes sont une réussite! Si vous avez d'autres idées de lecture qui peuvent me faire passer un aussi bon moment, merci d'avance!",5.0
"900, tome 3 : Révolution",Maelle Poe,"Après que le conseil ai tenté de les exterminer, 900, Ugo, Camélia et les autres sont bien décidés à en découdre, à survivre et à avoir des réponses à leurs nombreuses questions. Ils savent que les heures leur sont comptées avant que les gardes du Conseil ne tentent tous de les tuer pour commencer une nouvelle réinsertion.",5.0
Le berceau du Talion,Sébastien Jullian,"La police de Grenoble reçoit un mail émanant du ministère de l’Intérieur leur indiquant le lieu où ils trouveront le corps d’un avocat, Eddie Durand. Cette mort est effroyable et les policiers cherchent dans les affaires de l’avocat, celui ou ceux qui auraient pu lui en vouloir, mais très vite une ancienne histoire refait surface…",5.0
Accord indécent,Crystal Kaswell,"Lorsque Lizzie a couché avec Nick, elle pensait que ce ne serait qu'un coup d'un soir et qu'elle ne le reverrait jamais. Et voilà qu'elle se retrouve stagiaire dans sa boîte.",3.0
Last weekend,Kara Thomas,"Après avoir lu les autres romans de Kara Thomas dont le style est typiquement à mon goût, je suis un peu déçu de ce roman. Le roman est prometteur jusqu’à la révélation de l’intrigue qui a mon goût est un peu tiré par les cheveux. Les derniers chapitres sont légèrement exigus mais tout de même agréable à la lecture. Le personnage principal est très intéressant et j’ai aimé la complexité et la douleur qu’elle a pu exprimer au court de l’histoire. Une légère touche de romance vient adoucir le milieu de mensonges et d’inquiétude qui planent tout le long et rend très attachants les personnages.",3.0
Un fiancé à durée limitée,Whitney G.,"Emily est une jeune femme de 28 ans. Elle est l'assistante de direction de Nicholas Wolf, surnommé le Loup de Wall Street, depuis 2 ans et elle doit travailler pour lui deux années supplémentaires, bien qu'elle essaye par tous les moyens d'obtenir un poste similaire dans une autre entreprise, sans succès.",5.0
Le Serveur de Brick Lane,CHOWDHURY AJAY,"C'est un drôle de livre, pas une réussite, dont on dira qu'il est charmant. Frais et charmant. L'intrigue, qui se déroule à quelques semaines d'intervalle à Calcutta et à Londres, est portée par un policier (devenu serveur) naïf, à qui on aimerait distribuer quelques gifles pour lui ouvrir les yeux, secouer la comprenette et forger le caractère. En même temps, le charme vient aussi de cette lenteur et des hésitations de notre ex policier apprenti serveur, en sus de la culture et de la cuisine indiennes (qui sont à l'honneur), de la gentillesse débordante des personnages et de quelques rebondissements malins (à défaut d'être renversants). Un agréable whodunit à la sauce tandoori.",3.5
"Little shade, tome 1",Maeva Bonachera,Bastet vient d'arriver à Exeter où elle a ouvert son commerce.,1.0
Impossible désir,Julie Marini,"Cela fait quelques années que la mère de Clélie est décédée quand son père lui présente la femme qu'il fréquente. Très vite, ils décident d'emménager ensemble, elle va donc devoir vivre avec sa belle-mère et son fils Donatello. Malheureusement, les 2 adolescents ne s'entendent pas et la cohabitation est plûtot froide.",5.0
Will you marry me ?,Samantha Bellanger,"Victoire a 22 ans et elle a déjà à charge 3 jeunes enfants. Sa soeur étant décédée, c'est elle qui est devenue la tutrice de ses neveux. Malheureusement elle ne roule pas sur l'or et elle a du mal à joindre les 2 bouts. Alors lorsqu'elle a l'opportunité de se marier avec Oliver Lepertuy, qui souhaite un mariage blanc pour obtenir la garde de son fils Emile, elle n'hésite pas une seconde. Au moins pendant quelques temps, elle n'aura pas à se soucier de ce que les enfants auront dans leurs assiettes.",3.0
Je te reviendrai,Stéphanie Pradier,"Evan Carter est au sommet de sa carrière en tant que coach en développement personnel, il assure tournée sur tournée et y prend grand plaisir. Jusqu'à ce que son ex, Kate, refasse surface dans sa vie et le sollicite pour régler un problème personnel. Seulement, ce problème va à l'encontre de sa carrière et de tout ce qu'il inculque en tant que star du développement personnel. Doit-il prendre le risque de voir tout ce qu'il a construit, détruit ?",3.5
Le jour où j'ai failli ne pas t'aimer,Marie Lerouge,Histoire sympa et légère à lire.,4.0
Le chien, Akiz,"Le chien est un homme secret et un peu effrayant, qui aurait passé son enfance enfermé. Son seul lien avec l'extérieur était la nourriture, ce qui lui a fait développer un sens du goût hors du commun",1.0
Le monde secret d'Adélaïde,Elise Hurst,"Il arrive dans un album que la qualité artistique de l’image soit si esthétique et envoutante que l’œil prend plaisir à s’y fixer pour s’y perdre avec en tête les résidus de l’échos du texte. Une réussite que cet ovni albumesque dans lequel la qualité de la peinture à l’huile entre en résonnance parfaite avec la poésie de l’écrit, c’est tout simplement beau et profondément agréable.",4.5
